galaxy,model,epsilon,analysis,holdout,n,n_outer,T,D,e_D,distance_method,inc,e_inc,L36,Rdisk,MHI,RHI,Vflat,Q,morphology,morphology_alt,Rmax_kpc,Rmin_kpc,coverage,median_speed,baryon_fraction_outer_nominal,quality2,raw_residual_kms_mean,raw_residual_kms_median,fractional_error_mean,fractional_error_median,fractional_residual_mean,standardized_residual_mean,outer_loss,predicted_outer_slope,observed_outer_slope,nuisance_bound_hit,scale_bound_hit,eta_bound_hit,eta_boundary,guard_active,maximum_abs_pull,ml_disk,ml_bulge,distance_ratio,fitted_inclination,eta,length_catalogue_kpc,amplitude_catalogue_kms,slope_residual,log10_coverage,log10_speed
NGC2841,nfw,0.001,fullfit_outer_third,False,50,17,3,14.1,1.4,3,76.0,10.0,188.121,3.64,9.775,45.12,284.8,1,spiral_T1_9,spiral_T1_7,63.64,3.44,17.483516483516482,301.0,0.18115576613796608,0,-2.085193520576621,-3.8204862020356245,0.015529846321860682,0.014982332155477033,-0.00683114510979193,-0.14911353695745813,3.1217994873485058,-0.010265525707279255,0.02673314518284668,False,False,False,not applicable,False,2.7902597616474427,0.9505959956224126,0.8347234850035694,1.0944450776835035,81.48235967939942,,51.96766745659039,542.6899449030061,-0.036998670890125936,1.242628787325488,2.4785664955938436
NGC2903,nfw,0.001,fullfit_outer_third,False,34,12,4,6.6,1.98,1,66.0,3.0,81.863,2.33,2.552,13.76,184.6,1,spiral_T1_9,spiral_T1_7,24.96,0.32,10.71244635193133,189.5,0.29820008400292186,0,-0.352162150208341,-0.1996524495326213,0.020870186246914644,0.01671425910981439,-0.001962408832394147,-0.06082067939103839,0.3282096078866792,-0.15793225176683914,-0.11460111298878303,False,False,False,not applicable,False,1.5718447984254833,0.4340571296030345,0.7,0.528446560472355,65.60552281499388,,4.991652863352633,377.08270265679465,-0.04333113877805611,1.0298886599843673,2.2776092143040914
NGC2915,nfw,0.001,fullfit_outer_third,False,30,10,11,4.06,0.2,2,56.0,4.0,0.641,0.55,0.508,7.16,83.5,2,irregular_T10_11,late_T8_11,10.04,0.34,18.25454545454545,81.15,0.0764037753062881,1,1.4953662079152976,2.05291348663976,0.07780715391200387,0.0773958777952209,0.01913358363237142,0.22030323858961767,0.19225282358473933,0.06008319603121015,0.2892863892314673,False,False,False,not applicable,False,0.9279616002834205,0.4038070010542783,0.7,0.9895604413324276,54.290934991482935,,5.154462061388603,176.14935947415182,-0.22920319320025717,1.2613710233147566,1.9092885241622508
NGC2955,nfw,0.001,fullfit_outer_third,False,24,8,3,97.9,9.8,1,56.0,7.0,319.422,18.76,28.949,40.34,0.0,1,spiral_T1_9,spiral_T1_7,35.43,0.75,1.8885927505330489,255.5,0.5584935718233018,0,-4.12390421159575,-4.2034497774784825,0.04783691038284563,0.04805670029842262,-0.012513543362668814,-0.3840687438582407,1.7403442558204687,-0.02460520216967645,-0.20107103737611234,False,False,False,not applicable,False,2.0807225019555715,0.3096690160269132,0.8770608680647304,0.9499609971594284,48.929118271707,,21.1741112848147,456.587894249103,0.17646583520643588,0.2761383182901315,2.4073909044707316
NGC2976,nfw,0.001,fullfit_outer_third,False,27,9,5,3.58,0.18,2,61.0,10.0,3.371,1.01,0.172,3.04,85.4,2,spiral_T1_9,spiral_T1_7,2.27,0.11,2.2475247524752477,49.2,0.5898784583113941,1,-1.5421378107442523,-0.12833311034438566,0.053193980538409534,0.05439330543933054,-0.0168356160845301,-0.32768562846311045,0.8165621149434763,0.19923107621870734,0.4363889332625294,False,False,False,not applicable,False,1.6549104814815,0.7319156820805605,0.7,1.0305775113287317,73.71315551421503,,293.2363162124032,0.0180751069009276,-0.23715785704382208,0.35170448341048016,1.6919651027673603
NGC2998,nfw,0.001,fullfit_outer_third,False,13,5,5,68.1,10.2,1,58.0,2.0,150.902,6.2,23.451,43.58,209.9,1,spiral_T1_9,spiral_T1_7,42.28,0.33,6.819354838709677,206.0,0.34193970772994775,0,-0.5920634745853419,-0.20699335450385092,0.011397593856186859,0.009389671361502348,-0.0027424718647703233,-0.15638060681447144,1.1077449434009876,-0.08899831240857212,-0.058924524618240944,False,False,False,not applicable,False,1.1805648251699543,0.3809899518368307,0.7,0.9336279971060296,57.75672119283615,,11.649315293569124,391.9902469915476,-0.030073787790331173,0.8337432891371348,2.3138672203691533
NGC3109,nfw,0.001,fullfit_outer_third,False,25,9,9,1.33,0.07,2,70.0,5.0,0.194,1.56,0.477,6.0,66.2,1,spiral_T1_9,late_T8_11,6.45,0.26,4.134615384615385,50.6,0.10808169534354384,0,-5.381574710910874,-5.443082493090152,0.04271681745990967,0.04503105590062111,-0.08496503223695585,-2.073618880805928,4.64159443803995,0.47282472858846175,0.4170770076097215,False,True,False,not applicable,False,0.8364542593539714,0.4124056232869496,0.7,1.0372628333561218,73.5867597410206,,4999.999999999995,2329.1613237860024,0.055747720978740256,0.6164351162808062,1.7041505168397992
NGC3198,nfw,0.001,fullfit_outer_third,False,43,15,5,13.8,1.4,3,73.0,3.0,38.279,3.14,10.869,35.66,150.1,1,spiral_T1_9,spiral_T1_7,44.08,0.32,14.038216560509554,146.0,0.23196221382998686,0,0.24818710098630467,-0.4893147077339961,0.014246256303626609,0.013422818791946308,0.0018179330227036845,0.16728771673296564,1.0051435995384321,-0.03274955268923906,-0.034062814474634856,False,False,False,not applicable,False,0.3540671647575079,0.4608539220500082,0.7,0.9906132138724988,72.91274293200327,,14.726579980522851,288.3481804179791,0.0013132617853957931,1.1473119377705137,2.164352855784437
NGC3521,nfw,0.001,fullfit_outer_third,False,41,14,4,7.7,2.3,1,75.0,5.0,84.836,2.4,4.154,18.85,213.7,1,spiral_T1_9,spiral_T1_7,17.74,0.51,7.391666666666667,213.0,0.6675563224126786,0,-1.4442002798254074,-1.3458223656808883,0.08253827994830819,0.0877314814814815,-0.006762632567014005,-0.12753288634560173,0.13226291470500243,-0.03712575704472966,-0.03588324180988464,False,True,False,not applicable,False,0.2315353828276153,0.5108678293777412,0.7,1.0691599195459112,75.19120278605382,,4999.999999974522,4162.361906810001,-0.001242515234845018,0.8687423737841016,2.3283796034387376
NGC3726,nfw,0.001,fullfit_outer_third,False,12,4,5,18.0,2.5,4,53.0,2.0,70.234,3.4,6.473,22.2,168.0,2,spiral_T1_9,spiral_T1_7,32.52,3.5,9.564705882352943,159.0,0.26180609751099576,1,-3.3717385558413113,-3.2157162112070807,0.06196193847151668,0.06290856579318117,-0.02002615775881601,-0.3119131087358413,0.18229592191438476,0.1286550501694131,0.16526084128880522,False,True,False,not applicable,False,0.4086570963659522,0.5493330314443889,0.7,0.9956459248801098,52.97633382450118,,4999.999999913212,2533.3247281369704,-0.036605791119392134,0.9806716198797755,2.2013971243204513
NGC3741,nfw,0.001,fullfit_outer_third,False,21,7,10,3.21,0.17,2,70.0,4.0,0.028,0.2,0.182,4.2,50.1,1,irregular_T10_11,late_T8_11,7.0,0.23,35.0,36.5,0.08112721999999999,0,0.09624976590127687,-0.4112871095289208,0.050390165686264275,0.04796573875802998,0.0014710348539450403,0.005457181989254275,0.12993465348324645,0.3471318843348389,0.2606590719417613,False,False,False,not applicable,False,0.05691926437974,0.4934896832841329,0.7,1.0004232291151849,70.03063669730675,,25.02761715933755,161.22387092922398,0.08647281239307758,1.5440680443502757,1.5622928644564746
NGC3769,nfw,0.001,fullfit_outer_third,False,12,4,3,18.0,2.5,4,70.0,2.0,18.679,3.38,5.529,22.57,118.6,2,spiral_T1_9,spiral_T1_7,37.16,1.74,10.994082840236686,118.0,0.16445895862183707,1,-0.03545767573280756,-0.6157208924190058,0.09748590794955578,0.09052797360131994,0.00021480632754674288,0.00014964658212036908,0.04476550657984207,-0.04659905512034786,-0.06809543912706072,False,False,False,not applicable,False,0.9983129936029008,0.397318424769897,0.7,0.9272026439076112,69.82044019260643,,11.925254324721912,237.04519557366268,0.02149638400671286,1.0411590050439494,2.0718820073061255
NGC3877,nfw,0.001,fullfit_outer_third,False,13,5,5,18.0,2.5,4,76.0,1.0,72.535,2.53,1.483,11.47,168.4,2,spiral_T1_9,spiral_T1_7,11.35,0.87,4.486166007905139,162.0,0.7102281327684605,1,3.2273302628551392,4.036757386289651,0.03272408367478622,0.03136094674556213,0.018981614780023564,0.5762260234282605,0.3749848730708053,0.04870272299290276,-0.004298535685343285,False,False,False,not applicable,False,1.6976890610526565,0.3382214119526517,0.7,0.8189896283117657,75.93278103405648,,8.688430472547171,306.555787354691,0.05300125867824604,0.6518753403533236,2.2095150145426308
NGC3893,nfw,0.001,fullfit_outer_third,False,10,4,5,18.0,2.5,4,49.0,2.0,58.525,2.38,5.799,20.84,174.0,1,spiral_T1_9,spiral_T1_7,19.05,1.74,8.004201680672269,182.5,0.3342177117214111,0,3.9158847251577953,3.3574261795245093,0.0657903007469064,0.06843416708989333,0.0233269172072708,0.27408608852102095,0.2601042405309962,-0.0790361540167963,-0.2828363615293573,False,False,False,not applicable,False,0.8134401165537256,0.4145968448141793,0.7,0.9286147050106645,48.57663475218898,,9.488554954147483,338.4598088324257,0.203800207512561,0.9033180229551262,2.2612628687924934
NGC3917,nfw,0.001,fullfit_outer_third,False,17,6,6,18.0,2.5,4,79.0,2.0,21.966,2.63,1.888,14.08,135.9,1,spiral_T1_9,spiral_T1_7,14.86,0.87,5.650190114068441,134.0,0.31395441152965,0,0.40239038002845007,0.8787333319340576,0.03405049076649596,0.030983589087809037,0.002966096283615032,0.1670479929308418,0.12972783331749513,-0.05447269207286372,0.024512401586324135,False,True,False,not applicable,False,2.4222161775316686,0.8733566311858179,0.7,1.1728061828916498,79.27777401299463,,4999.999999999933,2488.0818847916034,-0.07898509365918785,0.7520630609347986,2.1271047983648077
NGC3949,nfw,0.001,fullfit_outer_third,False,7,3,4,18.0,2.5,4,55.0,2.0,38.067,3.59,3.371,13.72,163.0,2,spiral_T1_9,spiral_T1_7,7.07,1.74,1.9693593314763234,157.0,0.5717210523415978,1,-4.058035743326077,-4.667004862504484,0.09114158231215086,0.06787878787878787,-0.024334008002852608,-0.262040532126236,0.08390500625205506,0.05161910842823556,0.16187798501325934,False,True,False,not applicable,False,0.3762432388285507,0.4585066938824886,0.7,0.9668523824386472,54.83657985933736,,4999.999999999995,4402.796392433268,-0.11025887658502379,0.2943249652185803,2.1958996524092336
NGC3953,nfw,0.001,fullfit_outer_third,False,8,3,4,18.0,2.5,4,62.0,1.0,141.301,4.89,2.832,17.38,220.8,1,spiral_T1_9,spiral_T1_7,15.68,3.5,3.206543967280164,219.5,0.5688839644451532,0,0.5172484313249109,0.48137034745025176,0.03323422733886546,0.027354260089686097,0.002357176138615555,0.07503237057480708,0.09024598453802428,-0.18240086832865707,-0.14095338643207594,False,False,False,not applicable,False,0.1532827070215617,0.4826604724155615,0.7,0.9854084783888004,61.98615767766393,,7.076650011280249,321.1066098222391,-0.04144748189658112,0.5060371992247994,2.34143452457814
NGC3972,nfw,0.001,fullfit_outer_third,False,10,4,4,18.0,2.5,4,77.0,1.0,14.353,2.18,1.214,10.05,132.7,1,spiral_T1_9,spiral_T1_7,8.72,0.87,4.0,113.0,0.3368280611870436,0,0.6078317103112383,0.45061620913672584,0.0369654774905958,0.03616976095134086,0.004997933850836002,0.15087949203417633,0.12963947047030625,0.19948710661994298,0.2473368676840608,False,False,False,not applicable,False,0.2390797133227486,0.4732188469492048,0.7,0.9791763969625468,76.99147594310597,,50.29891197126596,437.94660111287607,-0.04784976106411781,0.6020599913279624,2.0530784434834195
NGC3992,nfw,0.001,fullfit_outer_third,False,9,3,4,23.7,2.3,5,56.0,2.0,226.932,4.96,16.599,32.75,241.0,1,spiral_T1_9,spiral_T1_7,46.02,9.19,9.278225806451614,248.0,0.2588026617999001,0,-1.416263929894929,-2.076207380962643,0.027911457461823875,0.025726141078838177,-0.005969378520195971,-0.17068342703594594,0.09684202949066557,-0.20781708910675917,-0.12792307558032004,False,False,False,not applicable,False,0.080841782593398,0.4907788358039444,0.7,0.9977283117603584,55.977315672974576,,11.302148890037357,453.5060800797788,-0.07989401352643913,0.9674649378424272,2.3944516808262164
NGC4010,nfw,0.001,fullfit_outer_third,False,12,4,7,18.0,2.5,4,89.0,1.0,17.193,2.81,2.832,17.59,125.8,2,spiral_T1_9,spiral_T1_7,10.47,0.87,3.725978647686833,109.5,0.36410069459969785,1,-0.7415227655606991,-0.3149930359103905,0.03819715235217737,0.03984618201794543,-0.004899145258941596,-0.04351474748364986,1.694370658929715,0.244651836044333,-0.19880033900197142,False,False,False,not applicable,False,0.4623265895021627,0.4495079172041443,0.7,0.9840143049750448,88.99950318783782,,701.3215846796729,1272.909629356369,0.4434521750463044,0.5712403617737625,2.0394141191761372
NGC4013,nfw,0.001,fullfit_outer_third,False,36,12,3,18.0,2.5,4,89.0,1.0,79.094,3.53,2.967,31.35,172.9,2,spiral_T1_9,spiral_T1_7,31.01,5.49,8.784702549575071,178.0,0.24156643395061728,1,-0.14703215053182342,-1.037783059992222,0.032738718947565415,0.028818683143977144,-0.0004579712691626982,-0.0773898575847648,0.3577874255537185,0.16832061463316053,0.06631422727884584,False,False,False,not applicable,False,0.5325612582242194,0.5332841038929702,0.791323687016024,1.059523688663157,89.00198795206418,,255.8473102847624,690.7377282787062,0.10200638735431469,0.9437270608495039,2.250420002308894
NGC4051,nfw,0.001,fullfit_outer_third,False,7,3,4,18.0,2.5,4,49.0,3.0,95.268,4.65,2.697,15.13,157.0,2,spiral_T1_9,spiral_T1_7,12.19,1.74,2.6215053763440856,153.0,0.7461619518468544,1,2.2578651304666266,2.481959101552434,0.04813412409320338,0.048051948051948054,0.014430881604789328,0.3500823549425902,0.17742377299161852,-0.19334867356866747,-0.1551729592520432,False,False,False,not applicable,False,0.3194848415832208,0.4645382934727124,0.7,0.9662847761406445,48.53110101541863,,6.681880208421202,208.8155890199133,-0.03817571431662428,0.41855075272842795,2.184691430817599
NGC4068,nfw,0.001,fullfit_outer_third,False,6,2,10,4.37,0.22,2,44.0,6.0,0.236,0.59,0.154,3.18,0.0,2,irregular_T10_11,late_T8_11,2.33,0.21,3.9491525423728815,26.45,0.41044406069414885,1,-2.8725370835893393,-2.8725370835893393,0.08291898700609918,0.08291898700609918,-0.07115954269724122,-0.8354944967319373,0.7008282433109825,0.39295585876369293,0.763549261625086,False,True,False,not applicable,False,0.313712064742267,0.4707111352012687,0.7,1.003899797527933,45.8822723884536,,4999.999999999995,1763.6066056844002,-0.37059340286139303,0.5965039093838748,1.4224256763712047
NGC4085,nfw,0.001,fullfit_outer_third,False,7,3,5,18.0,2.5,4,82.0,2.0,21.724,1.65,1.349,10.16,131.5,2,spiral_T1_9,spiral_T1_7,6.2,0.87,3.757575757575758,127.0,0.6700300554016622,1,-0.0012034475222435503,0.5659890410057926,0.04197955295478515,0.03769230769230769,-0.00011227595201893151,-0.009176552816555295,0.030909025521344034,0.17845160988403047,0.1358221231953595,False,True,False,not applicable,False,1.4966479671124986,0.3542462060021416,0.7,0.8599931341071211,81.87558524761108,,4999.999999999995,4442.690371757733,0.042629486688670976,0.5749077452843476,2.103803720955957
NGC4088,nfw,0.001,fullfit_outer_third,False,12,4,4,18.0,2.5,4,69.0,2.0,107.286,2.58,8.226,22.25,171.7,1,spiral_T1_9,spiral_T1_7,21.48,1.74,8.325581395348838,171.0,0.6009229994319083,0,-0.7387821790868827,-0.7762581951954246,0.04105486908231917,0.03999384236453202,-0.003996905411661748,-0.03954910325965644,0.2153168701674577,0.004028459324185275,0.13458965771773598,False,True,False,not applicable,False,0.7446566867724774,0.4212154918213697,0.7,0.9250625860494374,68.80543131113858,,4999.999999876724,2845.8005920784717,-0.1305611983935507,0.9204145710642879,2.2329961103921536
NGC4100,nfw,0.001,fullfit_outer_third,False,24,8,4,18.0,2.5,4,73.0,2.0,59.394,2.15,3.102,18.06,158.2,1,spiral_T1_9,spiral_T1_7,22.76,2.61,10.586046511627908,178.5,0.3063761352878611,0,3.720875183778876,3.8566748684605727,0.044706812652690206,0.0439873417721519,0.02404233133171013,0.49727361340339876,0.8632303897411315,-0.20164804262361927,-0.43028446840540185,False,False,False,not applicable,False,0.044494061146196,0.50514889864319,0.7,0.9994663306322884,72.99881972513157,,7.183477068898358,308.4640467321039,0.2286364257817826,1.0247337978074282,2.251638220448212
NGC4138,nfw,0.001,fullfit_outer_third,False,7,3,0,18.0,2.5,4,53.0,3.0,44.111,1.51,1.483,18.58,147.3,2,S0_T0,S0_T0,18.58,2.61,12.304635761589402,162.0,0.32976230181868665,1,0.8636437623361909,0.8624626789508341,0.1093252013449058,0.12176870748299319,0.006479727549166388,0.21149974520549653,0.32712140348393276,-0.2326137157905387,0.10462123207630013,False,False,False,not applicable,False,0.2317958098389613,0.4943085028027227,0.6636184610060668,0.9775074131734244,52.72749064539072,,3.6121997004878295,276.2277280186898,-0.33723494786683883,1.0900687623644534,2.2095150145426308
NGC4157,nfw,0.001,fullfit_outer_third,False,17,6,3,18.0,2.5,4,82.0,3.0,105.62,2.32,8.226,24.09,184.7,1,spiral_T1_9,spiral_T1_7,29.61,1.74,12.76293103448276,185.0,0.3445311366921031,0,0.2952974947577142,-0.7029978213920316,0.054715978595568406,0.05510752688172043,0.0016061151501268408,-0.014208889090366694,0.025467228647355965,0.08586935803857053,0.017469791947177266,False,False,False,not applicable,False,0.3998879941229106,0.5006641874307683,0.6384240524886754,0.9656914457908098,81.9234316473284,,149.8498433445328,577.2254045224425,0.06839956609139326,1.1059504224983996,2.2671717284030137
NGC4183,nfw,0.001,fullfit_outer_third,False,23,8,6,18.0,2.5,4,82.0,2.0,10.838,2.79,3.506,16.07,110.6,1,spiral_T1_9,spiral_T1_7,21.02,0.87,7.534050179211469,109.0,0.24187166578330843,0,-1.218713382369943,-0.9677081746132217,0.058339706468791275,0.047727084883048186,-0.010724299667345762,-0.09136497073331576,0.13822221468209844,-0.0879266400281697,0.08655046204250465,False,False,False,not applicable,False,0.1007386329064258,0.5117335225921615,0.7,0.994733628030723,81.99466737273802,,8.496510961684963,203.6935876779057,-0.17447710207067435,0.8770285084186259,2.037426497940624
NGC4217,nfw,0.001,fullfit_outer_third,False,19,7,3,18.0,2.5,4,86.0,2.0,85.299,2.94,2.562,16.7,181.3,1,spiral_T1_9,spiral_T1_7,16.72,0.87,5.687074829931973,179.0,0.5874801832027714,0,4.19672300052194,6.289261566351314,0.04260450565016867,0.03826815642458101,0.02388819523868945,0.46386168260187544,0.7301301165048705,0.04901213114836669,-0.17536791938545898,False,False,False,not applicable,False,4.403507410736316,0.8327049628450747,0.2539494630769079,0.7786437402810035,85.9108084117842,,24.077592428172142,404.27893295552366,0.22438005053382568,0.7548889426908403,2.2528530309798933
NGC4559,nfw,0.001,fullfit_outer_third,False,32,11,6,9.0,2.7,1,67.0,1.0,19.377,2.1,5.811,21.16,121.2,1,spiral_T1_9,spiral_T1_7,20.97,0.67,9.985714285714284,119.5,0.33695148481590975,0,1.4929286299026707,2.1387119611462992,0.04613882943850025,0.0468595041322314,0.012499356423102386,0.22386940497912447,0.2647858242939975,0.07449861432044043,-0.09809829348981777,False,False,False,not applicable,False,1.0417329314452963,0.4453241740045144,0.7,0.6874801205664111,66.96456787369182,,13.708803921038156,242.2375344719059,0.17259690781025822,0.9993791357314245,2.0773679052841563
NGC5005,nfw,0.001,fullfit_outer_third,False,18,6,4,16.9,1.5,5,68.0,2.0,178.72,9.45,1.28,10.41,262.2,1,spiral_T1_9,spiral_T1_7,11.47,0.49,1.2137566137566138,260.0,0.682692169642958,0,0.33586749375327446,0.23476069273684175,0.08355393558223746,0.08355345911949685,0.0012738036809916595,0.015525705145772797,0.0063202758707545355,0.023781921489429765,0.0012803334131806995,False,False,False,not applicable,False,0.938762698835242,0.5064139276066418,0.563925547848619,0.965502952853148,67.75859368147422,,1040.115009923215,2403.886136506673,0.022501588076249066,0.08413160939200474,2.4149733479708178
NGC5033,nfw,0.001,fullfit_outer_third,False,22,8,5,15.7,4.7,1,66.0,1.0,110.509,5.16,11.314,29.53,194.2,1,spiral_T1_9,spiral_T1_7,44.59,0.76,8.641472868217054,217.5,0.2624681385547809,0,2.376786613952728,3.2370894449211107,0.017049702977050066,0.015584520725388601,0.012843013575146462,0.8271185624611589,3.759774603066463,-0.18544060796333786,-0.22361727752488253,False,False,False,not applicable,False,1.3280821637541782,0.3864571185458806,0.5155725938687137,0.7658020215563779,65.96885121792933,,8.27013829976793,415.5624394358463,0.03817666956154467,0.9365877707223959,2.337459261290656
