r_over_L,u,u_prime,initial_vc_over_vs,gravity_acceleration_L_over_vs2,internal_stress_acceleration_L_over_vs2,initial_delta_vc2_over_t2,delta_vc2_t015,delta_vc2_t030,delta_vc2_over_t2_t015,delta_vc2_over_t2_t030,required_confinement_mass_over_core_mass,required_confinement_density
4.636326658322904137e+00,5.687041233516926253e-02,-5.681961673409621771e-02,7.506129953988461834e-01,-1.215229017244082166e-01,2.082760161599481587e-04,-1.561550550186412245e-06,-3.465084956137733785e-08,-1.325295741945531971e-07,-1.540037758283437379e-06,-1.472550824383924471e-06,1.687085563533098935e-03,-3.114192909230568658e-04
4.646307884856070380e+00,5.630590092784681228e-02,-5.629572516698935075e-02,7.499051351080342487e-01,-1.210332430819571620e-01,2.043073142009389017e-04,-1.504768624686604145e-06,-3.338703553801475548e-08,-1.276503039313890070e-07,-1.483868246133989285e-06,-1.418336710348766885e-06,1.662071401549992250e-03,-3.060454099230907124e-04
4.656289111389236623e+00,5.574659752954712333e-02,-5.577605175894369272e-02,7.491981114721916191e-01,-1.205461681622323616e-01,2.004106141840342387e-04,-1.449997964127131506e-06,-3.216813663263809302e-08,-1.229462615968974890e-07,-1.429694961450582018e-06,-1.366069573298860953e-06,1.637383418042266670e-03,-3.007550941151911615e-04
4.666270337922403755e+00,5.519246015860183874e-02,-5.526057235886289165e-02,7.484919387644359823e-01,-1.200616642037040521e-01,1.965847011398362131e-04,-1.397169583311797943e-06,-3.099260540868571566e-08,-1.184113433259729676e-07,-1.377449129274920802e-06,-1.315681592510810727e-06,1.613018324132552530e-03,-2.955472829601375881e-04
4.676251564455569998e+00,5.464344707409189011e-02,-5.474926278193833346e-02,7.477866309518464982e-01,-1.195797184395950563e-01,1.928283782774533922e-04,-1.346216768716318369e-06,-2.985894717983098013e-08,-1.140396493091064940e-07,-1.327064319103599140e-06,-1.267107214545627735e-06,1.588972842403316285e-03,-2.904209228110885043e-04
4.686232790988736241e+00,5.409951677714900514e-02,-5.424209881349355278e-02,7.470822016995687376e-01,-1.191003180997579902e-01,1.891404667757665798e-04,-1.297075007680227502e-06,-2.876571792015543225e-08,-1.098254786973348484e-07,-1.278476352006908082e-06,-1.220283096637053982e-06,1.565243707457976982e-03,-2.853749670807849415e-04
4.696214017521902484e+00,5.356062801020057551e-02,-5.373905621300939517e-02,7.463786643749824590e-01,-1.186234504125395911e-01,1.855198055692428331e-04,-1.249681919501328127e-06,-2.771152009846772184e-08,-1.057633213498060042e-07,-1.231623115487454422e-06,-1.175148014997844497e-06,1.541827666412992669e-03,-2.804083763950288087e-04
4.706195244055069615e+00,5.302673975829017006e-02,-5.324011071783792126e-02,7.456760320517784590e-01,-1.181491026065850658e-01,1.819652511412388240e-04,-1.203977188676862204e-06,-2.669500133104408564e-08,-1.018478536221168966e-07,-1.186444503601959374e-06,-1.131642818023521038e-06,1.518721479427243351e-03,-2.755201187431200100e-04
4.716176470588235858e+00,5.249781124815090794e-02,-5.274523804705071039e-02,7.449743175140015605e-01,-1.176772619125998204e-01,1.784756773112283041e-04,-1.159902499936061579e-06,-2.571485439646927109e-08,-9.807393125356080477e-08,-1.142882417620856469e-06,-1.089710347261786831e-06,1.495921920156535918e-03,-2.707091696140953379e-04
4.726157697121402101e+00,5.197380194954437371e-02,-5.225441390503036965e-02,7.442735332601071452e-01,-1.172079155650854326e-01,1.750499750303299504e-04,-1.117401475324086708e-06,-2.476981711773835790e-08,-9.443658340046638766e-08,-1.100880760788371468e-06,-1.049295371116293279e-06,1.473425776252397642e-03,-2.659745121313552662e-04
4.736138923654568345e+00,5.145467157416892812e-02,-5.176761398514090340e-02,7.435736915068729136e-01,-1.167410508039996436e-01,1.716870521701500745e-04,-1.076419612971855503e-06,-2.385867053158649846e-08,-9.093100828853974656e-08,-1.060385356959399990e-06,-1.010344536539330517e-06,1.451229849780224330e-03,-2.613151371725886372e-04
4.746120150187735476e+00,5.094038007701673365e-02,-5.128481397320493879e-02,7.428748041934407631e-01,-1.162766548764286312e-01,1.683858333207068536e-04,-1.036904227824731372e-06,-2.298023517711046009e-08,-8.755256610819497648e-08,-1.021343785649353858e-06,-9.728062900910553824e-07,1.429330957688625375e-03,-2.567300434895100516e-04
4.756101376720901719e+00,5.043088765512372673e-02,-5.080598955099584202e-02,7.421768829850921012e-01,-1.158147150381464291e-01,1.651452595810775313e-04,-9.988043939570782214e-07,-2.213336991518597479e-08,-8.429677540929831899e-08,-9.837053295638210843e-07,-9.366308378810924685e-07,1.407725932192458937e-03,-2.522182378123674715e-04
4.766082603254067962e+00,4.992615474894324112e-02,-5.033111639960746730e-02,7.414799392772805087e-01,-1.153552185552272902e-01,1.619642883598680844e-04,-9.620708887558671386e-07,-2.131697204999144043e-08,-8.115930699532892524e-08,-9.474209799996195804e-07,-9.017700777258770295e-07,1.386411621213793884e-03,-2.477787349556616900e-04
4.776063829787234205e+00,4.942614204094483016e-02,-4.986017020276806155e-02,7.407839841992646113e-01,-1.148981527055057544e-01,1.588418931678414780e-04,-9.266561385955175057e-07,-2.052997731726451694e-08,-7.813597877760600285e-08,-9.124434363228674197e-07,-8.681775419734000551e-07,1.365384888731087289e-03,-2.434105579081039406e-04
4.786045056320401336e+00,4.893081045700304471e-02,-4.939312665010954506e-02,7.400890286181368571e-01,-1.144435047801333205e-01,1.557770634210685638e-04,-8.925141662947243337e-07,-1.977135827032287610e-08,-7.522275207426322820e-08,-8.787270342365723535e-07,-8.358083563807025944e-07,1.344642615192816453e-03,-2.391127379251567541e-04
4.796026282853567579e+00,4.844012116485262726e-02,-4.892996144030396788e-02,7.393950831423110603e-01,-1.139912620849407032e-01,1.527688042357030563e-04,-8.596005399750601154e-07,-1.904012094384592358e-08,-7.241572550984803013e-08,-8.462275975042632704e-07,-8.046191723316448204e-07,1.324181697834072007e-03,-2.348843146052803405e-04
4.806007509386733823e+00,4.795403557549007822e-02,-4.847065028423788724e-02,7.387021581255497349e-01,-1.135414119419417556e-01,1.498161362339288588e-04,-8.278723236171790396e-07,-1.833530381317144435e-08,-6.971113193569649827e-08,-8.149023916965086437e-07,-7.745681326188499808e-07,1.303999051063843605e-03,-2.307243359700874392e-04
4.815988735919900066e+00,4.747251534149280611e-02,-4.801516890797254827e-02,7.380102636703040897e-01,-1.130939416906000389e-01,1.469180953410346329e-04,-7.972880289343558579e-07,-1.765597801343508638e-08,-6.710533320194408424e-08,-7.847101339304483247e-07,-7.456148133549342870e-07,1.284091606750294981e-03,-2.266318585276873971e-04
4.825969962453066309e+00,4.699552235843140052e-02,-4.756349305582932563e-02,7.373194096317423618e-01,-1.126488386892831040e-01,1.440737325942627745e-04,-7.678075688619856299e-07,-1.700124742474819237e-08,-6.459481573016841467e-08,-7.556109966554752693e-07,-7.177201747796490872e-07,1.264456314582688198e-03,-2.226059473412170427e-04
4.835951188986233440e+00,4.652301876306062789e-02,-4.711559849317507181e-02,7.366296056209402643e-01,-1.122060903164353168e-01,1.412821139423247935e-04,-7.393922122847435545e-07,-1.637024725319635219e-08,-6.217618737016568365e-08,-7.275665445865045713e-07,-6.908465263351742392e-07,1.245090142326608527e-03,-2.186456760800638451e-04
4.845932415519399683e+00,4.605496693473929565e-02,-4.667146100942346637e-02,7.359408610089135383e-01,-1.117656839719853856e-01,1.385423200572390558e-04,-7.120045403007423047e-07,-1.576214103899591896e-08,-5.984617217548163605e-08,-7.005396017331519948e-07,-6.649574686164626052e-07,1.225990076161441889e-03,-2.147501270774910425e-04
4.855913642052565926e+00,4.559132949350155201e-02,-4.623105642064781473e-02,7.352531849296565225e-01,-1.113276070784274402e-01,1.358534461364199232e-04,-6.856084036483239280e-07,-1.517611973798343540e-08,-5.760160777794645095e-08,-6.744942105770416439e-07,-6.400178641994050193e-07,1.207153120906836715e-03,-2.109183913704952454e-04
4.865894868585732169e+00,4.513206930148074003e-02,-4.579436057250235032e-02,7.345665862841804783e-01,-1.108918470821843166e-01,1.332146017175762801e-04,-6.601688815935093476e-07,-1.461140199864884352e-08,-5.543944091999607313e-08,-6.493956443843930337e-07,-6.159937879999564063e-07,1.188576300336602809e-03,-2.071495687472088934e-04
4.875876095118899300e+00,4.467714946086985550e-02,-4.536134934266564805e-02,7.338810737434009468e-01,-1.104583914545994444e-01,1.306249104834988450e-04,-6.356522419095232072e-07,-1.406723431099789538e-08,-5.335672365219545119e-08,-6.252104138221287367e-07,-5.928524850243938933e-07,1.170256657377699962e-03,-2.034427677761218353e-04
4.885857321652065544e+00,4.422653331534574100e-02,-4.493199864368560559e-02,7.331966557521820693e-01,-1.100272276932580673e-01,1.280835100800813088e-04,-6.120259022432454880e-07,-1.354288976660016957e-08,-5.135061066971836801e-08,-6.019062118488964076e-07,-5.705623407746485422e-07,1.152191254401412155e-03,-1.997971058439113382e-04
4.895838548185231787e+00,4.378018444792712571e-02,-4.450628442525632333e-02,7.325133405320727320e-01,-1.095983433228924497e-01,1.255895519239152958e-04,-5.892583925073882606e-07,-1.303766539527497053e-08,-4.941835484948853536e-08,-5.794517953455542546e-07,-5.490928316609837498e-07,1.134377173396112787e-03,-1.962117091747239998e-04
4.905819774718398030e+00,4.333806668239511412e-02,-4.408418267699003995e-02,7.318311360853569925e-01,-1.091717258966626580e-01,1.231422010234845552e-04,-5.673193185884940749e-07,-1.255088135863508607e-08,-4.755730501629493022e-08,-5.578169492726705449e-07,-5.284145001810548509e-07,1.116811516236527807e-03,-1.926857128590511693e-04
4.915801001251565161e+00,4.290014408105807114e-02,-4.366566943053141331e-02,7.311500501976413435e-01,-1.087473629969783195e-01,1.207406357896716420e-04,-5.461793270183528002e-07,-1.208188126803954320e-08,-4.576490213253806599e-08,-5.369725008017575403e-07,-5.084989125837563182e-07,1.099491404831554964e-03,-1.892182608637452677e-04
4.925782227784731404e+00,4.246638094616401321e-02,-4.325072076225902618e-02,7.304700904419098029e-01,-1.083252422367404350e-01,1.183840478601636508e-04,-5.258100708926891982e-07,-1.163003238148036012e-08,-4.403867603849438250e-08,-5.168903280657937509e-07,-4.893186226499376127e-07,1.082413981372383699e-03,-1.858085060525262525e-04
4.935763454317897647e+00,4.203674181758121353e-02,-4.283931279524100244e-02,7.297912641809648493e-01,-1.079053512600824660e-01,1.160716419129628957e-04,-5.061841766947894735e-07,-1.119472451532710272e-08,-4.237624320080538260e-08,-4.975433117923156647e-07,-4.708471466756153769e-07,1.065576408456616339e-03,-1.824556101873757116e-04
4.945744680851063890e+00,4.161119147419783254e-02,-4.243142170186817164e-02,7.291135785714843998e-01,-1.074876777435743586e-01,1.138026354940329993e-04,-4.872752123004001839e-07,-1.077536766142983060e-08,-4.077530291116189423e-08,-4.789052293968814129e-07,-4.530589212351321758e-07,1.048975869315986985e-03,-1.791587439412288866e-04
4.955725907384231022e+00,4.118969493152777744e-02,-4.202702370565584294e-02,7.284370405663208592e-01,-1.070722093968865113e-01,1.115762588338992773e-04,-4.690576558327356760e-07,-1.037139127750118168e-08,-3.923363538955755155e-08,-4.609507234444969872e-07,-4.359292821061950114e-07,1.032609567918030616e-03,-1.759170868913684119e-04
4.965707133917397265e+00,4.077221744309265927e-02,-4.162609508381032858e-02,7.277616569185584305e-01,-1.066589339639569395e-01,1.093917546785551321e-04,-4.515068656352595773e-07,-9.982244650404804704e-09,-3.774909854062219406e-08,-4.436553177957691333e-07,-4.194344282291355013e-07,1.016474729174113084e-03,-1.727298275248272737e-04
4.975688360450563508e+00,4.035872449796202438e-02,-4.122861216888149688e-02,7.270874341836719434e-01,-1.062478392235811225e-01,1.072483781092263024e-04,-4.345990510431728846e-07,-9.607397142840809344e-09,-3.631962516379821214e-08,-4.269954285707026728e-07,-4.035513907088690591e-07,1.000568599019862649e-03,-1.695961632243737894e-04
4.985669586983729751e+00,3.994918182211248947e-02,-4.083455135126373009e-02,7.264143787235826100e-01,-1.058389129905432102e-01,1.051453963765486732e-04,-4.183112442116658088e-07,-9.246337229067765803e-09,-3.494322105341069309e-08,-4.109483212919007435e-07,-3.882580117045632712e-07,9.848884446041867528e-04,-1.665153002671222564e-04
4.995650813516896882e+00,3.954355537591219827e-02,-4.044388908070504357e-02,7.257424967086818501e-01,-1.054321431161352879e-01,1.030820887235660375e-04,-4.026212726947467431e-07,-8.898570337833147939e-09,-3.361796176700141095e-08,-3.954920150148065662e-07,-3.735329085222378965e-07,9.694315543496908076e-04,-1.634864538036808986e-04
5.005632040050063125e+00,3.914181135545156953e-02,-4.005660186874308859e-02,7.250717941218813856e-01,-1.050275174892531527e-01,1.010577462231821013e-04,-3.875077330222344981e-07,-8.563618224264362740e-09,-3.234199101737141471e-08,-3.806052544117494463e-07,-3.593554557485712834e-07,9.541952381233257665e-04,-1.605088478504394214e-04
5.015613266583229368e+00,3.874391618998145742e-02,-3.967266629007627082e-02,7.244022767605075019e-01,-1.046250240368485629e-01,9.907167160445038475e-05,-3.729499649822737112e-07,-8.241019393800832581e-09,-3.111351791603015814e-08,-3.662675286133703752e-07,-3.457057546225573509e-07,9.391768272779725882e-04,-1.575817152624228658e-04
5.025594493116395611e+00,3.834983654320986424e-02,-3.929205898493493693e-02,7.237339502403401514e-01,-1.042246507249895288e-01,9.712317909329620813e-05,-3.589280268458095518e-07,-7.930329409807026530e-09,-2.993081458936412717e-08,-3.524590848803123226e-07,-3.325646065484902960e-07,9.243736748053406555e-04,-1.547042977196988575e-04
5.035575719649562743e+00,3.795953931070377568e-02,-3.891475666032095243e-02,7.230668199973853127e-01,-1.038263855592495705e-01,9.521159424215292844e-05,-3.454226712544411599e-07,-7.631120024151679564e-09,-2.879221457938429630e-08,-3.391608899622968960e-07,-3.199134953264921678e-07,9.097831553599020809e-04,-1.518758456944606058e-04
5.045556946182728986e+00,3.757299162114600272e-02,-3.854073609231385700e-02,7.224008912918977732e-01,-1.034302165857328148e-01,9.333625377394311889e-05,-3.324153219963644610e-07,-7.342977183554667711e-09,-2.769611010466017907e-08,-3.263545414913185649e-07,-3.077345567184464371e-07,8.954026653946289393e-04,-1.490956184319733508e-04
5.055538172715895229e+00,3.719016083371024656e-02,-3.816997412718484833e-02,7.217361692100380255e-01,-1.030361318914036206e-01,9.149650541510464456e-05,-3.198880514062672418e-07,-7.065500465645156578e-09,-2.664095070007393271e-08,-3.140222429175625043e-07,-2.960105633341548079e-07,8.812296231684130059e-04,-1.463628839123801715e-04
5.065519399249061472e+00,3.681101453927200506e-02,-3.780244768363744817e-02,7.210726586678731787e-01,-1.026441196050763560e-01,8.969170774281493464e-05,-3.078235586017523249e-07,-6.798303578408701587e-09,-2.562524087781961694e-08,-3.021468257070534068e-07,-2.847248986424401897e-07,8.672614688652126357e-04,-1.436769188265836364e-04
5.075500625782228603e+00,3.643552055776697052e-02,-3.743813375380287967e-02,7.204103644129256079e-01,-1.022541678976895269e-01,8.792123002144629467e-05,-2.962051483068604015e-07,-6.541014740369335687e-09,-2.464753809331571568e-08,-2.907117662386371740e-07,-2.738615343701746245e-07,8.534956645860912504e-04,-1.410370085332506289e-04
5.085481852315394846e+00,3.606364693935004695e-02,-3.707700940541403672e-02,7.197492910281463319e-01,-1.018662649832598743e-01,8.618445205301134351e-05,-2.850167104627983386e-07,-6.293275886212979488e-09,-2.370645140094348117e-08,-2.797011504983546792e-07,-2.634050155660386840e-07,8.399296944523143398e-04,-1.384424470300023573e-04
5.095463078848561089e+00,3.569536196174610820e-02,-3.671905178268902725e-02,7.190894429333635207e-01,-1.014803991191048915e-01,8.448076401707687623e-05,-2.742427003912979870e-07,-6.054740794306863639e-09,-2.280063913602509468e-08,-2.690995908580828519e-07,-2.533404348447233036e-07,8.265610645830854782e-04,-1.358925369060654572e-04
5.105444305381727332e+00,3.533063413135172776e-02,-3.636423810843720378e-02,7.184308243892215673e-01,-1.010965586067607003e-01,8.280956632440600340e-05,-2.638681196980987726e-07,-5.825074573192324402e-09,-2.192880776587540727e-08,-2.588922032529921795e-07,-2.436534196208378835e-07,8.133873031831385849e-04,-1.333865893091257899e-04
5.115425531914894464e+00,3.496943218058740088e-02,-3.601254568483804042e-02,7.177734394985373356e-01,-1.007147317921569668e-01,8.117026946035380735e-05,-2.538784976968067256e-07,-5.603954236110604759e-09,-2.108970991003252037e-08,-2.490646327160268635e-07,-2.343301101114724574e-07,8.004059605072194605e-04,-1.309239238940526184e-04
5.125406758448060707e+00,3.461172506893676198e-02,-3.566395189547794109e-02,7.171172922101993752e-01,-1.003349070664983078e-01,7.956229384167876702e-05,-2.442598735279814778e-07,-5.391069153307212653e-09,-2.028214260861213969e-08,-2.396030734803205462e-07,-2.253571400956904528e-07,7.876146089327066245e-04,-1.285038687857528381e-04
5.135387984981226950e+00,3.425748198030831998e-02,-3.531843420603101441e-02,7.164623863204393484e-01,-9.995707286639511635e-02,7.798506966343331280e-05,-2.349987787683902932e-07,-5.186120318467264987e-09,-1.950494619401989877e-08,-2.304942363763229030e-07,-2.167216243779988943e-07,7.750108429118284653e-04,-1.261257605243677824e-04
5.145369211514393193e+00,3.390667232400754183e-02,-3.497597016622529947e-02,7.158087254766843932e-01,-9.958121767470798358e-02,7.643803675891497893e-05,-2.260822206927624161e-07,-4.988818569071254619e-09,-1.875700233211991243e-08,-2.217252697365002082e-07,-2.084111370235546031e-07,7.625922790298421796e-04,-1.237889440244469941e-04
